participant,group,test,stim1,stim2,stim3,response,odd-one-out,correct-response
C011,LV,pre,but,bot,bot,2,1,0
C011,LV,pre,bite,bite,bait,3,3,1
C011,LV,pre,board,buoyed,buoyed,2,1,0
C011,LV,pre,bart,bot,bart,2,2,1
C011,LV,pre,bared,bird,bared,2,2,1
C011,LV,pre,bit,beat,bit,2,2,1
C011,LV,pre,bite,bite,bit,3,3,1
C011,LV,pre,bit,bit,beat,3,3,1
C011,LV,pre,but,but,bart,3,3,1
C011,LV,pre,bart,but,but,1,1,1
C011,LV,pre,bit,bit,bite,3,3,1
C011,LV,pre,but,bot,but,2,2,1
C011,LV,pre,bat,but,bat,1,2,0
C011,LV,pre,bat,but,but,3,1,0
C011,LV,pre,beard,bared,beard,2,2,1
C011,LV,pre,bot,but,but,3,1,0
C011,LV,pre,bert,bart,bart,2,1,0
C011,LV,pre,bet,bet,bait,3,3,1
C011,LV,pre,bart,bart,bert,3,3,1
C011,LV,pre,bet,bit,bit,1,1,1
C011,LV,pre,bout,boat,boat,1,1,1
C011,LV,pre,bait,bet,bait,2,2,1
C011,LV,pre,bet,bait,bet,2,2,1
C011,LV,pre,but,bart,bart,3,1,0
C011,LV,pre,bart,but,bart,3,2,0
C011,LV,pre,bird,bared,bird,2,2,1
C011,LV,pre,bared,beard,beard,2,1,0
C011,LV,pre,bout,boat,bout,3,2,0
C011,LV,pre,bite,bait,bite,2,2,1
C011,LV,pre,bait,bait,bite,3,3,1
C011,LV,pre,board,board,buoyed,2,3,0
C011,LV,pre,bared,bird,bird,1,1,1
C011,LV,pre,bite,bait,bait,1,1,1
C011,LV,pre,beat,bit,bit,1,1,1
C011,LV,pre,bet,bet,bit,3,3,1
C011,LV,pre,bot,but,but,1,1,1
C011,LV,pre,bart,bart,bot,3,3,1
C011,LV,pre,bite,bit,bite,2,2,1
C011,LV,pre,bit,bite,bite,1,1,1
C011,LV,pre,buoyed,board,board,2,1,0
C011,LV,pre,board,buoyed,board,3,2,0
C011,LV,pre,bart,bot,bot,1,1,1
C011,LV,pre,bite,bit,bit,1,1,1
C011,LV,pre,bait,bait,bet,1,3,0
C011,LV,pre,bot,bot,bart,3,3,1
C011,LV,pre,bared,beard,bared,2,2,1
C011,LV,pre,bot,bart,bot,1,2,0
C011,LV,pre,bot,bot,but,3,3,1
C011,LV,pre,bit,bet,bit,1,2,0
C011,LV,pre,put,poot,put,3,2,0
C011,LV,pre,bait,bite,bait,3,2,0
C011,LV,pre,bird,bared,bared,3,1,0
C011,LV,pre,bait,bet,bet,2,1,0
C011,LV,pre,bit,bite,bit,3,2,0
C011,LV,pre,poot,put,poot,2,2,1
C012,LV,pre,but,bot,but,3,2,0
C012,LV,pre,bet,bait,bet,2,2,1
C012,LV,pre,bait,bite,bite,1,1,1
C012,LV,pre,beat,bit,beat,2,2,1
C012,LV,pre,bert,bert,bart,3,3,1
C012,LV,pre,bite,bit,bite,2,2,1
C012,LV,pre,bait,bait,bet,3,3,1
C012,LV,pre,bot,but,but,1,1,1
C012,LV,pre,bet,bet,bit,3,3,1
C012,LV,pre,but,but,bart,3,3,1
C012,LV,pre,bite,bit,bit,1,1,1
C012,LV,pre,bird,bird,bared,2,3,0
C012,LV,pre,buoyed,buoyed,board,3,3,1
C012,LV,pre,but,but,bat,3,3,1
C012,LV,pre,bit,bite,bite,1,1,1
C012,LV,pre,bat,bat,but,3,3,1
C012,LV,pre,beat,bit,bit,2,1,0
C012,LV,pre,bet,bit,bet,3,2,0
C012,LV,pre,buoyed,board,buoyed,2,2,1
C012,LV,pre,poot,put,poot,2,2,1
C012,LV,pre,bait,bet,bait,2,2,1
C012,LV,pre,boat,bout,boat,2,2,1
C012,LV,pre,bared,beard,beard,1,1,1
C012,LV,pre,bat,but,but,2,1,0
C012,LV,pre,bared,bird,bared,3,2,0
C012,LV,pre,boat,bout,bout,1,1,1
C012,LV,pre,bait,bait,bite,3,3,1
C012,LV,pre,but,bat,bat,1,1,1
C012,LV,pre,put,poot,put,2,2,1
C012,LV,pre,bite,bite,bait,3,3,1
C012,LV,pre,but,bart,bart,3,1,0
C012,LV,pre,bet,bait,bait,2,1,0
C012,LV,pre,bit,bit,beat,3,3,1
C012,LV,pre,bart,bot,bart,3,2,0
C012,LV,pre,bared,beard,bared,2,2,1
C012,LV,pre,bout,boat,bout,2,2,1
C012,LV,pre,put,poot,poot,3,1,0
C012,LV,pre,bout,boat,boat,1,1,1
C012,LV,pre,bot,bot,but,3,3,1
C012,LV,pre,beard,bared,beard,3,2,0
C012,LV,pre,bird,bared,bared,3,1,0
C012,LV,pre,beat,beat,bit,3,3,1
C012,LV,pre,bart,bart,but,2,3,0
C012,LV,pre,bart,but,bart,2,2,1
C012,LV,pre,bet,bet,bait,3,3,1
C012,LV,pre,board,buoyed,board,3,2,0
C012,LV,pre,bared,beard,beard,3,1,0
C012,LV,pre,bit,bet,bit,2,2,1
C012,LV,pre,bart,but,but,1,1,1
C012,LV,pre,bart,bart,bert,3,3,1
C012,LV,pre,bared,bared,bird,2,3,0
C012,LV,pre,bit,beat,bit,2,2,1
C012,LV,pre,buoyed,board,board,3,1,0
C012,LV,pre,poot,put,put,1,1,1
C012,LV,pre,bite,bait,bait,1,1,1
C012,LV,pre,bit,beat,beat,1,1,1
C012,LV,pre,board,board,buoyed,3,3,1
C012,LV,pre,bart,bart,bot,3,3,1
C012,LV,pre,bird,bared,bird,3,2,0
C012,LV,pre,bart,bert,bart,2,2,1
C012,LV,pre,bot,bart,bart,1,1,1
C012,LV,pre,but,bat,but,2,2,1
C012,LV,pre,bite,bite,bit,3,3,1
C012,LV,pre,poot,poot,put,3,3,1
C012,LV,pre,bot,but,bot,3,2,0
C012,LV,pre,bot,bot,bart,3,3,1
C012,LV,pre,boat,boat,bout,3,3,1
C012,LV,pre,bait,bet,bet,1,1,1
C012,LV,pre,but,bot,bot,2,1,0
C012,LV,pre,bart,bot,bot,1,1,1
C012,LV,pre,bite,bait,bite,2,2,1
C012,LV,pre,beard,bared,bared,1,1,1
C012,LV,pre,bait,bite,bait,2,2,1
C012,LV,pre,board,buoyed,buoyed,3,1,0
C012,LV,pre,bat,but,bat,3,2,0
C012,LV,pre,bert,bart,bert,2,2,1
C012,LV,pre,bit,bite,bit,2,2,1
C012,LV,pre,bert,bart,bart,2,1,0
C012,LV,pre,bot,but,but,1,1,1
C012,LV,pre,put,put,poot,3,3,1
C012,LV,pre,bout,bout,boat,1,3,0
C012,LV,pre,bared,bared,beard,3,3,1
C012,LV,pre,bit,bit,bite,3,3,1
C012,LV,pre,but,bart,but,1,2,0
C012,LV,pre,bet,bit,bit,1,1,1
C012,LV,pre,bared,bird,bird,3,1,0
C012,LV,pre,bot,bart,bot,2,2,1
C012,LV,pre,bit,bet,bet,2,1,0
C012,LV,pre,bit,bit,bet,3,3,1
C012,LV,pre,bart,bert,bert,3,1,0
C013,LV,pre,bet,bait,bet,2,2,1
C013,LV,pre,boat,boat,bout,2,3,0
C013,LV,pre,bat,bat,but,2,3,0
C013,LV,pre,bert,bart,bart,2,1,0
C013,LV,pre,bared,bird,bird,1,1,1
C013,LV,pre,bite,bait,bite,1,2,0
C013,LV,pre,bart,bart,but,1,3,0
C013,LV,pre,bot,bot,but,3,3,1
C013,LV,pre,bot,bot,bart,3,3,1
C013,LV,pre,boat,bout,bout,1,1,1
C013,LV,pre,beat,beat,bit,3,3,1
C013,LV,pre,bart,bart,bert,3,3,1
C013,LV,pre,bot,bart,bot,2,2,1
C013,LV,pre,bait,bet,bait,2,2,1
C013,LV,pre,beat,bit,beat,2,2,1
C013,LV,pre,bet,bit,bit,3,1,0
C013,LV,pre,bait,bait,bite,3,3,1
C013,LV,pre,bert,bert,bart,3,3,1
C013,LV,pre,bite,bit,bit,1,1,1
C013,LV,pre,bot,but,bot,2,2,1
C013,LV,pre,board,board,buoyed,3,3,1
C013,LV,pre,bit,beat,bit,2,2,1
C013,LV,pre,bit,bet,bet,3,1,0
C013,LV,pre,bot,but,but,1,1,1
C013,LV,pre,bit,bit,bite,3,3,1
C013,LV,pre,bart,but,bart,1,2,0
C013,LV,pre,but,bot,bot,1,1,1
C013,LV,pre,bout,boat,bout,2,2,1
C013,LV,pre,bit,beat,beat,1,1,1
C013,LV,pre,but,but,bart,2,3,0
C013,LV,pre,bite,bait,bait,1,1,1
C013,LV,pre,bart,but,but,1,1,1
C013,LV,pre,buoyed,buoyed,board,3,3,1
C013,LV,pre,boat,bout,boat,2,2,1
C013,LV,pre,bait,bite,bait,2,2,1
C013,LV,pre,bet,bait,bait,2,1,0
C013,LV,pre,bet,bet,bit,3,3,1
C013,LV,pre,bot,bart,bart,2,1,0
C013,LV,pre,poot,put,poot,3,2,0
C013,LV,pre,bat,but,bat,3,2,0
C013,LV,pre,bit,bit,bet,3,3,1
C013,LV,pre,but,bot,but,2,2,1
C013,LV,pre,but,bat,bat,2,1,0
C013,LV,pre,bared,beard,beard,3,1,0
C013,LV,pre,but,bart,but,2,2,1
C013,LV,pre,bit,bit,beat,3,3,1
C013,LV,pre,board,buoyed,buoyed,3,1,0
C013,LV,pre,bite,bite,bit,3,3,1
C013,LV,pre,bet,bet,bait,3,3,1
C013,LV,pre,beat,bit,bit,1,1,1
C013,LV,pre,buoyed,board,buoyed,3,2,0
C013,LV,pre,bared,beard,bared,2,2,1
C013,LV,pre,bit,bite,bit,2,2,1
C013,LV,pre,bat,but,but,1,1,1
C013,LV,pre,bait,bait,bet,2,3,0
C013,LV,pre,put,poot,put,2,2,1
C013,LV,pre,but,bat,but,2,2,1
C013,LV,pre,bird,bared,bird,2,2,1
C013,LV,pre,bart,bot,bot,1,1,1
C013,LV,pre,bait,bet,bet,2,1,0
C013,LV,pre,bite,bit,bite,2,2,1
C013,LV,pre,board,buoyed,board,2,2,1
C013,LV,pre,poot,poot,put,3,3,1
C013,LV,pre,bared,beard,beard,3,1,0
C013,LV,pre,bit,bite,bite,3,1,0
C013,LV,pre,bit,bet,bit,3,2,0
C013,LV,pre,put,poot,poot,1,1,1
C013,LV,pre,bart,bot,bart,3,2,0
C013,LV,pre,bite,bite,bait,3,3,1
C013,LV,pre,poot,put,put,1,1,1
C013,LV,pre,bart,bert,bart,3,2,0
C013,LV,pre,bet,bit,bet,3,2,0
C013,LV,pre,bout,boat,boat,1,1,1
C013,LV,pre,bot,but,but,1,1,1
C013,LV,pre,bared,bird,bared,3,2,0
C013,LV,pre,bait,bite,bite,1,1,1
C013,LV,pre,but,but,bat,3,3,1
C013,LV,pre,bart,bert,bert,3,1,0
C013,LV,pre,bird,bared,bared,2,1,0
C013,LV,pre,bird,bird,bared,2,3,0
C013,LV,pre,put,put,poot,3,3,1
C013,LV,pre,bared,bared,beard,3,3,1
C013,LV,pre,bert,bart,bert,3,2,0
C013,LV,pre,bart,bart,bot,3,3,1
C013,LV,pre,bout,bout,boat,1,3,0
C013,LV,pre,but,bart,bart,3,1,0
C013,LV,pre,buoyed,board,board,3,1,0
C013,LV,pre,beard,bared,bared,2,1,0
C013,LV,pre,beard,bared,beard,2,2,1
C013,LV,pre,bared,bared,bird,3,3,1
C014,LV,pre,bite,bite,bait,2,3,0
C014,LV,pre,bart,bart,but,2,3,0
C014,LV,pre,bot,bot,bart,2,3,0
C014,LV,pre,bait,bait,bite,2,3,0
C014,LV,pre,bit,bet,bit,2,2,1
C014,LV,pre,boat,bout,boat,2,2,1
C014,LV,pre,bart,bot,bart,2,2,1
C014,LV,pre,bat,but,bat,2,2,1
C014,LV,pre,board,buoyed,board,2,2,1
C014,LV,pre,bart,bert,bert,2,1,0
C014,LV,pre,bit,bit,bite,2,3,0
C014,LV,pre,bite,bite,bit,2,3,0
C014,LV,pre,bet,bait,bet,1,2,0
C014,LV,pre,bite,bait,bait,1,1,1
C014,LV,pre,board,board,buoyed,2,3,0
C014,LV,pre,bart,bart,bert,3,3,1
C014,LV,pre,bit,bit,bet,3,3,1
C014,LV,pre,beat,bit,beat,3,2,0
C014,LV,pre,bot,bart,bart,1,1,1
C014,LV,pre,bet,bet,bait,3,3,1
C014,LV,pre,bot,but,but,2,1,0
C014,LV,pre,bared,beard,beard,1,1,1
C014,LV,pre,bat,bat,but,2,3,0
C014,LV,pre,but,bot,but,1,2,0
C014,LV,pre,beat,bit,bit,2,1,0
C014,LV,pre,board,buoyed,buoyed,1,1,1
C014,LV,pre,beard,bared,beard,3,2,0
C014,LV,pre,but,bot,bot,1,1,1
C014,LV,pre,but,bart,bart,3,1,0
C014,LV,pre,boat,bout,bout,3,1,0
C014,LV,pre,put,poot,put,1,2,0
C014,LV,pre,bert,bart,bart,2,1,0
C014,LV,pre,bert,bert,bart,3,3,1
C014,LV,pre,bird,bird,bared,2,3,0
C014,LV,pre,bout,bout,boat,1,3,0
C014,LV,pre,bird,bared,bared,3,1,0
C014,LV,pre,bird,bared,bird,3,2,0
C014,LV,pre,but,bat,but,1,2,0
C014,LV,pre,bert,bart,bert,3,2,0
C014,LV,pre,but,but,bat,2,3,0
C014,LV,pre,poot,poot,put,1,3,0
C014,LV,pre,poot,put,put,2,1,0
C014,LV,pre,bart,but,bart,3,2,0
C014,LV,pre,but,bart,but,1,2,0
C014,LV,pre,bot,bart,bot,1,2,0
C014,LV,pre,bet,bait,bait,2,1,0
C014,LV,pre,beat,beat,bit,1,3,0
C014,LV,pre,bit,bet,bet,2,1,0
C014,LV,pre,bout,boat,boat,3,1,0
C014,LV,pre,bet,bet,bit,1,3,0
C014,LV,pre,but,bat,bat,3,1,0
C014,LV,pre,bart,but,but,2,1,0
C014,LV,pre,bite,bit,bite,1,2,0
C014,LV,pre,buoyed,board,board,3,1,0
C014,LV,pre,bait,bet,bait,1,2,0
C014,LV,pre,beard,bared,bared,2,1,0
C014,LV,pre,bait,bait,bet,1,3,0
C014,LV,pre,bart,bart,bot,2,3,0
C014,LV,pre,bit,bite,bit,3,2,0
C014,LV,pre,bout,boat,bout,1,2,0
C014,LV,pre,bart,bot,bot,2,1,0
C014,LV,pre,bared,bird,bared,3,2,0
C014,LV,pre,boat,boat,bout,1,3,0
C014,LV,pre,bot,but,but,2,1,0
C014,LV,pre,bared,beard,beard,3,1,0
C014,LV,pre,bait,bite,bite,1,1,1
C014,LV,pre,bared,bird,bird,1,1,1
C014,LV,pre,but,but,bart,3,3,1
C014,LV,pre,bite,bait,bite,2,2,1
C014,LV,pre,bait,bite,bait,1,2,0
C014,LV,pre,bared,bared,bird,3,3,1
C014,LV,pre,bared,bared,beard,3,3,1
C014,LV,pre,bite,bit,bit,1,1,1
C014,LV,pre,bet,bit,bit,2,1,0
C014,LV,pre,buoyed,board,buoyed,3,2,0
C014,LV,pre,poot,put,poot,2,2,1
C014,LV,pre,bit,beat,beat,1,1,1
C014,LV,pre,put,poot,poot,3,1,0
C014,LV,pre,bit,bit,beat,3,3,1
C014,LV,pre,bot,bot,but,2,3,0
C014,LV,pre,buoyed,buoyed,board,3,3,1
C014,LV,pre,bait,bet,bet,1,1,1
C014,LV,pre,bet,bit,bet,2,2,1
C014,LV,pre,bit,bite,bite,3,1,0
C014,LV,pre,bart,bert,bart,2,2,1
C014,LV,pre,bit,beat,bit,1,2,0
C014,LV,pre,bot,but,bot,2,2,1
C014,LV,pre,put,put,poot,3,3,1
C014,LV,pre,bared,beard,bared,3,2,0
C014,LV,pre,bat,but,but,2,1,0
C015,LV,pre,bart,bert,bert,1,1,1
C015,LV,pre,bert,bart,bart,2,1,0
C015,LV,pre,bet,bet,bait,3,3,1
C015,LV,pre,beat,bit,bit,3,1,0
C015,LV,pre,bait,bet,bet,1,1,1
C015,LV,pre,bit,bet,bet,1,1,1
C015,LV,pre,bit,beat,beat,2,1,0
C015,LV,pre,bart,bot,bot,2,1,0
C015,LV,pre,beat,bit,beat,2,2,1
C015,LV,pre,bart,bart,bot,2,3,0
C015,LV,pre,bat,but,but,3,1,0
C015,LV,pre,bit,bit,bite,3,3,1
C015,LV,pre,bared,bared,bird,1,3,0
C015,LV,pre,bart,bart,bert,3,3,1
C015,LV,pre,bared,beard,bared,2,2,1
C015,LV,pre,bait,bet,bait,1,2,0
C015,LV,pre,boat,bout,bout,1,1,1
C015,LV,pre,bot,bart,bart,1,1,1
C015,LV,pre,bot,but,but,2,1,0
C015,LV,pre,bout,bout,boat,2,3,0
C015,LV,pre,bait,bait,bet,1,3,0
C015,LV,pre,bite,bait,bite,1,2,0
C015,LV,pre,but,bot,bot,1,1,1
C015,LV,pre,bait,bite,bait,1,2,0
C015,LV,pre,buoyed,buoyed,board,2,3,0
C015,LV,pre,but,bat,but,3,2,0
C015,LV,pre,bot,bot,but,3,3,1
C015,LV,pre,but,but,bat,2,3,0
C015,LV,pre,poot,put,poot,1,2,0
C015,LV,pre,bared,beard,beard,1,1,1
C015,LV,pre,buoyed,board,buoyed,3,2,0
C015,LV,pre,bared,bird,bared,2,2,1
C015,LV,pre,bout,boat,bout,2,2,1
C015,LV,pre,boat,bout,boat,3,2,0
C015,LV,pre,beard,bared,bared,3,1,0
C015,LV,pre,bared,bared,beard,2,3,0
C015,LV,pre,bared,beard,beard,1,1,1
C015,LV,pre,bet,bait,bet,1,2,0
C015,LV,pre,bet,bit,bit,2,1,0
C015,LV,pre,bot,but,bot,2,2,1
C015,LV,pre,put,put,poot,3,3,1
C015,LV,pre,bart,bot,bart,3,2,0
C015,LV,pre,poot,put,put,2,1,0
C015,LV,pre,bit,bit,bet,3,3,1
C015,LV,pre,poot,poot,put,2,3,0
C015,LV,pre,but,but,bart,3,3,1
C015,LV,pre,bat,bat,but,2,3,0
C015,LV,pre,bird,bared,bird,1,2,0
C015,LV,pre,but,bot,but,1,2,0
C015,LV,pre,bit,bite,bit,1,2,0
C015,LV,pre,bait,bait,bite,2,3,0
C015,LV,pre,bot,bot,bart,2,3,0
C015,LV,pre,bait,bite,bite,3,1,0
C015,LV,pre,bot,bart,bot,1,2,0
C015,LV,pre,bite,bite,bit,2,3,0
C015,LV,pre,board,buoyed,board,3,2,0
C015,LV,pre,bird,bared,bared,1,1,1
C015,LV,pre,bout,boat,boat,1,1,1
C015,LV,pre,bite,bait,bait,2,1,0
C015,LV,pre,bat,but,bat,3,2,0
C015,LV,pre,bert,bart,bert,3,2,0
C015,LV,pre,beat,beat,bit,1,3,0
C015,LV,pre,bite,bit,bit,2,1,0
C015,LV,pre,but,bart,bart,3,1,0
C015,LV,pre,board,buoyed,buoyed,3,1,0
C015,LV,pre,bet,bit,bet,1,2,0
C015,LV,pre,bart,but,bart,1,2,0
C015,LV,pre,bit,bit,beat,2,3,0
C015,LV,pre,boat,boat,bout,2,3,0
C015,LV,pre,bird,bird,bared,3,3,1
C015,LV,pre,bite,bit,bite,2,2,1
C015,LV,pre,bite,bite,bait,1,3,0
C015,LV,pre,bet,bait,bait,2,1,0
C015,LV,pre,put,poot,put,3,2,0
C015,LV,pre,but,bart,but,2,2,1
C015,LV,pre,bart,but,but,1,1,1
C015,LV,pre,buoyed,board,board,2,1,0
C015,LV,pre,but,bat,bat,3,1,0
C015,LV,pre,bet,bet,bit,1,3,0
C015,LV,pre,board,board,buoyed,2,3,0
C015,LV,pre,bert,bert,bart,3,3,1
C015,LV,pre,bit,beat,bit,1,2,0
C015,LV,pre,bit,bet,bit,2,2,1
C015,LV,pre,put,poot,poot,3,1,0
C015,LV,pre,bot,but,but,1,1,1
C015,LV,pre,bart,bert,bart,2,2,1
C015,LV,pre,bared,bird,bird,3,1,0
C015,LV,pre,bart,bart,but,1,3,0
C015,LV,pre,bit,bite,bite,1,1,1
C015,LV,pre,beard,bared,beard,1,2,0
C016,LV,pre,board,buoyed,buoyed,2,1,0
C016,LV,pre,bet,bait,bet,2,2,1
C016,LV,pre,bit,bite,bit,1,2,0
C016,LV,pre,bart,but,bart,1,2,0
C016,LV,pre,but,bot,bot,1,1,1
C016,LV,pre,but,bart,but,2,2,1
C016,LV,pre,but,bart,bart,1,1,1
C016,LV,pre,bout,boat,boat,1,1,1
C016,LV,pre,bart,bart,bot,3,3,1
C016,LV,pre,bared,beard,beard,2,1,0
C016,LV,pre,bared,bird,bared,1,2,0
C016,LV,pre,bait,bite,bait,2,2,1
C016,LV,pre,board,buoyed,board,2,2,1
C016,LV,pre,bart,bart,bert,3,3,1
C016,LV,pre,bat,but,bat,1,2,0
C016,LV,pre,bared,beard,bared,2,2,1
C016,LV,pre,bart,bot,bart,2,2,1
C016,LV,pre,bot,but,bot,2,2,1
C016,LV,pre,but,bat,bat,1,1,1
C016,LV,pre,bart,bot,bot,1,1,1
C016,LV,pre,poot,put,poot,2,2,1
C016,LV,pre,boat,boat,bout,3,3,1
C016,LV,pre,bot,bot,but,3,3,1
C016,LV,pre,beat,bit,beat,2,2,1
C016,LV,pre,bart,bart,but,3,3,1
C016,LV,pre,bert,bart,bart,2,1,0
C016,LV,pre,bait,bite,bite,1,1,1
C016,LV,pre,but,bat,but,1,2,0
C016,LV,pre,bout,boat,bout,2,2,1
C016,LV,pre,bot,but,but,1,1,1
C016,LV,pre,bat,but,but,2,1,0
C016,LV,pre,bite,bite,bait,3,3,1
C016,LV,pre,bet,bet,bit,3,3,1
C016,LV,pre,bart,but,but,2,1,0
C016,LV,pre,put,put,poot,3,3,1
C016,LV,pre,bite,bit,bite,2,2,1
C016,LV,pre,bit,beat,beat,1,1,1
C016,LV,pre,bite,bait,bait,1,1,1
C016,LV,pre,bit,bet,bet,3,1,0
C016,LV,pre,beat,bit,bit,1,1,1
C016,LV,pre,bared,beard,beard,1,1,1
C016,LV,pre,bit,bet,bit,2,2,1
C016,LV,pre,poot,put,put,1,1,1
C016,LV,pre,bait,bait,bet,1,3,0
C016,LV,pre,bared,bird,bird,3,1,0
C016,LV,pre,bert,bart,bert,2,2,1
C016,LV,pre,bot,bart,bart,1,1,1
C016,LV,pre,bird,bared,bared,1,1,1
C016,LV,pre,boat,bout,boat,3,2,0
C016,LV,pre,bart,bert,bart,3,2,0
C016,LV,pre,bart,bert,bert,1,1,1
C016,LV,pre,bird,bared,bird,3,2,0
C016,LV,pre,put,poot,poot,3,1,0
C016,LV,pre,bot,bart,bot,2,2,1
C016,LV,pre,bet,bit,bet,1,2,0
C016,LV,pre,but,bot,but,2,2,1
C016,LV,pre,bet,bit,bit,1,1,1
C016,LV,pre,bot,but,but,1,1,1
C016,LV,pre,beard,bared,beard,2,2,1
C016,LV,pre,bite,bait,bite,2,2,1
C016,LV,pre,bait,bet,bait,2,2,1
C016,LV,pre,put,poot,put,1,2,0
C016,LV,pre,beard,bared,bared,1,1,1
C016,LV,pre,bite,bit,bit,1,1,1
C016,LV,pre,bout,bout,boat,3,3,1
C016,LV,pre,bait,bait,bite,3,3,1
C016,LV,pre,bert,bert,bart,3,3,1
C016,LV,pre,bet,bet,bait,3,3,1
C016,LV,pre,bot,bot,bart,3,3,1
C016,LV,pre,beat,beat,bit,2,3,0
C016,LV,pre,boat,bout,bout,1,1,1
C016,LV,pre,bite,bite,bit,3,3,1
C016,LV,pre,bait,bet,bet,2,1,0
C016,LV,pre,bet,bait,bait,1,1,1
C016,LV,pre,buoyed,board,board,1,1,1
C016,LV,pre,bared,bared,bird,3,3,1
C016,LV,pre,board,board,buoyed,3,3,1
C016,LV,pre,bit,bit,bet,3,3,1
C016,LV,pre,bit,bite,bite,1,1,1
C016,LV,pre,bit,bit,bite,3,3,1
C016,LV,pre,buoyed,buoyed,board,3,3,1
C016,LV,pre,but,but,bart,3,3,1
C016,LV,pre,buoyed,board,buoyed,2,2,1
C016,LV,pre,bird,bird,bared,1,3,0
C016,LV,pre,bit,beat,bit,2,2,1
C016,LV,pre,bit,bit,beat,3,3,1
C016,LV,pre,bared,bared,beard,3,3,1
C016,LV,pre,but,but,bat,3,3,1
C016,LV,pre,bat,bat,but,2,3,0
C016,LV,pre,poot,poot,put,3,3,1
C017,LV,pre,buoyed,board,buoyed,2,2,1
C017,LV,pre,bert,bart,bart,3,1,0
C017,LV,pre,bit,bet,bit,2,2,1
C017,LV,pre,poot,poot,put,3,3,1
C017,LV,pre,bit,bit,beat,3,3,1
C017,LV,pre,bot,bart,bart,1,1,1
C017,LV,pre,beat,beat,bit,3,3,1
C017,LV,pre,bot,bot,but,3,3,1
C017,LV,pre,bite,bit,bit,1,1,1
C017,LV,pre,put,poot,put,1,2,0
C017,LV,pre,boat,bout,bout,1,1,1
C017,LV,pre,beat,bit,beat,2,2,1
C017,LV,pre,bart,bot,bot,1,1,1
C017,LV,pre,bite,bite,bit,3,3,1
C017,LV,pre,but,but,bat,2,3,0
C017,LV,pre,board,buoyed,buoyed,1,1,1
C017,LV,pre,bared,bared,bird,2,3,0
C017,LV,pre,bot,bart,bot,2,2,1
C017,LV,pre,bird,bared,bird,1,2,0
C017,LV,pre,bit,bit,bet,3,3,1
C017,LV,pre,bait,bite,bite,1,1,1
C017,LV,pre,bet,bait,bet,1,2,0
C017,LV,pre,bout,boat,bout,2,2,1
C017,LV,pre,buoyed,board,board,1,1,1
C017,LV,pre,bart,bart,bert,3,3,1
C017,LV,pre,bit,beat,bit,2,2,1
C017,LV,pre,bart,bert,bert,1,1,1
C017,LV,pre,bared,beard,beard,1,1,1
C017,LV,pre,beard,bared,beard,2,2,1
C017,LV,pre,bit,beat,beat,1,1,1
C017,LV,pre,bart,bot,bart,2,2,1
C017,LV,pre,buoyed,buoyed,board,3,3,1
C017,LV,pre,bit,bite,bit,2,2,1
C017,LV,pre,bart,bert,bart,2,2,1
C017,LV,pre,bat,but,bat,2,2,1
C017,LV,pre,bared,beard,bared,2,2,1
C017,LV,pre,bout,boat,boat,1,1,1
C017,LV,pre,bit,bit,bite,3,3,1
C017,LV,pre,beard,bared,bared,1,1,1
C017,LV,pre,bird,bared,bared,3,1,0
C017,LV,pre,bout,bout,boat,3,3,1
C017,LV,pre,bird,bird,bared,2,3,0
C017,LV,pre,poot,put,put,1,1,1
C017,LV,pre,bot,but,bot,2,2,1
C017,LV,pre,but,bart,but,2,2,1
C017,LV,pre,board,board,buoyed,3,3,1
C017,LV,pre,beat,bit,bit,1,1,1
C017,LV,pre,bait,bet,bet,1,1,1
C017,LV,pre,bait,bet,bait,2,2,1
C017,LV,pre,bart,bart,but,3,3,1
C017,LV,pre,bite,bait,bite,2,2,1
C017,LV,pre,bit,bite,bite,1,1,1
C017,LV,pre,bat,but,but,1,1,1
C017,LV,pre,bet,bit,bet,3,2,0
C017,LV,pre,bet,bit,bit,1,1,1
C017,LV,pre,bait,bait,bet,3,3,1
C017,LV,pre,poot,put,poot,3,2,0
C017,LV,pre,bared,bared,beard,3,3,1
C017,LV,pre,bart,but,bart,1,2,0
C017,LV,pre,but,bat,but,1,2,0
C017,LV,pre,but,bart,bart,1,1,1
C017,LV,pre,bert,bert,bart,3,3,1
C017,LV,pre,bert,bart,bert,2,2,1
C017,LV,pre,bart,but,but,2,1,0
C017,LV,pre,bite,bait,bait,1,1,1
C017,LV,pre,bot,but,but,1,1,1
C017,LV,pre,but,bot,but,1,2,0
C017,LV,pre,bot,but,but,1,1,1
C017,LV,pre,bared,bird,bared,2,2,1
C017,LV,pre,bot,bot,bart,3,3,1
C017,LV,pre,bait,bait,bite,2,3,0
C017,LV,pre,bait,bite,bait,1,2,0
C017,LV,pre,bite,bite,bait,3,3,1
C017,LV,pre,bet,bait,bait,3,1,0
C017,LV,pre,bite,bit,bite,2,2,1
C017,LV,pre,bared,bird,bird,3,1,0
C017,LV,pre,but,bat,bat,3,1,0
C017,LV,pre,put,poot,poot,3,1,0
C017,LV,pre,boat,bout,boat,2,2,1
C017,LV,pre,bart,bart,bot,2,3,0
C017,LV,pre,put,put,poot,3,3,1
C017,LV,pre,bet,bet,bit,3,3,1
C017,LV,pre,but,but,bart,1,3,0
C017,LV,pre,bat,bat,but,2,3,0
